LATITUDE,LONGITUDE,NAME,STID,CELLS11,CELLS12,CELLS13
34.05889,-117.14778,Redlands-Dearborn,CQ078,80db55c,80db55d,80db55c4
34.13278,-118.12722,Pasadena-S Wilson Ave,CQ080,80c2c4c,80c2c4b,80c2c4a4
33.92528,-117.95222,La Habra,CQ081,80dd2ac,80dd2ad,80dd2acc
35.36639,-120.84278,Morro Bay,CQ083,80ece14,80ece17,80ece174
34.19917,-118.53278,Reseda,CQ088,80c299c,80c2999,80c29984
32.84222,-116.76833,Alpine-Victoria Dr,CQ089,80d960c,80d960f,80d960f4
34.05056,-118.45667,West Los Angeles-VA Hospital,CQ090,80c2bb4,80c2bb7,80c2bb64
32.79222,-115.56306,El Centro-9th Street,CQ091,80d7674,80d7673,80d76734
32.63139,-117.05917,Chula Vista,CQ093,80d94e4,80d94e7,80d94e6c
36.84333,-121.36222,Hollister-Fairview Rd,CQ095,80921dc,80921df,80921de4
34.41639,-117.28556,Hesperia-Olive Street,CQ096,80c35dc,80c35df,80c35df4
35.12389,-120.63222,Grover City-Lesage Dr,CQ097,80ec594,80ec593,80ec593c
40.55139,-122.38083,Redding-Health Dept Roof,CQ098,54d2ec4,54d2ec7,54d2ec7c
34.425,-117.58972,Phelan-Beekley Rd & Phelan Rd,CQ099,80c314c,80c3149,80c31484
34.06667,-117.75,Pomona,CQ101,80c32e4,80c32e1,80c32e0c
34.89389,-117.02444,Barstow,CQ103,80c47cc,80c47c9,80c47c84
34.48917,-120.04694,Las Flores Canyon #1,CQ118,80e94ec,80e94e9,80e94e8c
33.0325,-115.62361,Westmorland-W 1st Street,CQ121,80d7564,80d7565,80d7565c
40.26222,-122.09278,Tuscan Butte,CQ124,80829dc,80829df,80829dfc
33.21361,-115.54528,Niland-English Rd,CQ125,80d0ac4,80d0ac7,80d0ac64
33.21694,-117.39611,Camp Pendleton,CQ126,80dc6fc,80dc6fb,80dc6fbc
36.98389,-121.99083,Santa Cruz-2544 Soquel Ave,CQ127,808e3fc,808e3ff,808e3ffc
38.49444,-121.21111,Sloughhouse,CQ129,809aebc,809aebb,809aebb4
35.77444,-117.37222,Trona-Athol & Telegraph,CQ130,80c139c,80c139f,80c139e4
38.66056,-121.73056,Woodland-Gibson Rd,CQ132,8084d6c,8084d6b,8084d6ac
35.03167,-120.50083,Nipomo-Regional Park,CQ133,80ec684,80ec685,80ec6844
38.22722,-122.07556,Fairfield-Chadbourne Rd,CQ138,8085144,8085147,8085147c
39.9338,-122.461,Sonoma Baylds,CQ140,808266c,808266b,808266a4
38.1885,-121.7056,Rio Vista,CQ141,80854c4,80854c3,80854c34
37.697,-121.9123,Pleasanton,CQ142,808febc,808febf,808febfc
36.69417,-121.62333,Salinas HS,CQ145,8092074,8092075,80920754
34.51083,-117.32556,Victorville-14306 Park Ave,CQ146,80c365c,80c365d,80c365cc
34.66944,-118.13056,Lancaster-43301 Division St,CQ148,80c25ac,80c25a9,80c25a8c
34.42778,-119.69083,Santa Barbara-700 Canon Perdido,CQ149,80e913c,80e9139,80e91384
33.83056,-117.93861,Anaheim-Pampas Ln,CQ153,80dd29c,80dd29d,80dd29c4
38.35667,-121.95,Vacaville-Ulatis Dr,CQ154,80853d4,80853d3,80853d24
34.23938,-117.23947,WA6TJQ Twin Peaks,AR725,80c3574,80c3571,80c3571c
38.518333,-120.227722,ENF02 PORTABLE,TS445,809a03c,809a03b,809a03bc
33.02051,-116.88911,KD6RSQ Ramona,AR771,80dbe64,80dbe61,80dbe604
38.40177,-122.8283,CW3627 Sebastopol,C3627,808430c,808430b,808430a4
38.44496,-122.68885,CW3628 Santa Rosa,C3628,8084484,8084487,80844874
37.10054,-121.90387,N2RDT Los Gatos,AR778,808e394,808e395,808e395c
38.8886,-121.0,Cool-Highway 193,CQ167,809b044,809b041,809b040c
33.838,-118.31417,W6AHM Torrance,AR786,80dd4ac,80dd4ab,80dd4ab4
34.49883,-117.321,K7GIL Victorville,AR745,80c3664,80c3667,80c3667c
37.5447,-119.8417,Jerseydale-6440 Jerseydale,CQ168,8096bec,8096bef,8096bef4
38.5117,-122.9988,KF6TYS Guerneville,AR798,80841f4,80841f5,80841f4c
33.78167,-118.36133,CW3786 Rolling Hills Estates,C3786,80dd4bc,80dd4bb,80dd4bbc
37.05867,-120.808,K6TJS Los Banos,AR808,80917ec,80917e9,80917e84
33.53193,-117.14397,CW3862 Temecula,C3862,80db7e4,80db7e7,80db7e6c
37.962,-122.00783,CW3884 Concord,C3884,808560c,808560b,808560bc
38.6447,-122.88217,W6HN Healdsburg,AR834,808410c,8084109,8084108c
37.97633,-122.305,CW3879 El Sobrante,C3879,8085774,8085777,80857774
33.9077,-117.7837,CW3917 Yorba Linda,C3917,80dcd24,80dcd23,80dcd234
34.42483,-116.87983,KC6JTN-3 Lucerne Valley,AR854,80c4b94,80c4b95,80c4b95c
38.41935,-121.36029,KJ6MC Elk Grove,AR866,809ac74,809ac73,809ac734
35.3917,-119.10024,CW4038 Bakersfield,C4038,80ea434,80ea431,80ea4304
41.295317,-120.314022,BEAR FLAT,FLAC1,54cb714,54cb717,54cb717c
33.73495,-116.87961,CW4086 Hemet,C4086,80db6dc,80db6dd,80db6dd4
37.32415,-121.98062,CW4115 Santa Clara,C4115,808fcac,808fca9,808fca8c
33.6154,-117.09139,CW4141 Winchester,C4141,80db7cc,80db7c9,80db7c8c
36.4775,-118.8445,CW4177 Three Rivers,C4177,80955ac,80955ad,80955ac4
34.99083,-117.86317,Edwards Air Force Auxiliary North Base,K9L2,80c3cbc,80c3cbb,80c3cbbc
35.12426,-117.9586,WX6HNX-8 California City,AT407,80c22cc,80c22cf,80c22ce4
38.468,-120.047,CW4253 Bear Valley,C4253,8097564,8097561,8097561c
34.083939,-118.70345,MALIBU CANYON,MBCC1,80e8204,80e8203,80e82024
33.947531,-117.822189,TONNER CANYON,TNRC1,80dcd34,80dcd35,80dcd35c
34.336969,-118.5205,NEWHALL PASS,NHPC1,80c285c,80c285b,80c285bc
33.3386,-117.2208,Fallbrook 3SE,SDFBK,80dc794,80dc791,80dc791c
33.5681,-117.2522,Murrieta,SDMEA,80dc834,80dc837,80dc8374
33.4647,-117.0955,Temecula 3SE,SDTEC,80db81c,80db81f,80db81ec
34.15732,-117.64832,CW4507 Upland,C4507,80c330c,80c330b,80c330b4
39.84165,-121.60521,CW4565 Magalia,C4565,809d2ac,809d2a9,809d2a94
36.491389,-118.825278,ASH MOUNTAIN,TSHC1,80955ac,80955af,80955ae4
37.85,-121.95283,CW4622 Diablo,C4622,808ff4c,808ff49,808ff48c
37.03046,-121.52781,CW4787 Gilroy,C4787,8091e44,8091e41,8091e40c
36.07222,-121.59583,WHALE POINT,WHALE,8092824,8092823,8092823c
36.0675,-121.55917,HIGHLANDS PEAK,HLPK,809283c,8092839,8092839c
33.577778,-116.454083,PINYON,PYNC1,80dbab4,80dbab1,80dbab1c
34.32854,-118.42717,CW5015 Sylmar,C5015,80c28e4,80c28e3,80c28e3c
33.685,-117.65583,CW5283 Foothill Ranch,C5283,80dcc24,80dcc21,80dcc20c
33.99639,-117.4925,Mira Loma Van Buren,CQ171,80dcb44,80dcb45,80dcb454
35.35472,-120.04,Carrizo Plains School-9640 Carrizo,CQ172,80eb78c,80eb789,80eb7894
40.56661,-124.12833,CW5061 Fortuna,C5061,54d40dc,54d40df,54d40dec
38.0335,-119.16976,CW4643 Lee Vining,C4643,80964c4,80964c3,80964c3c
39.07407,-121.02834,CW5488 Grass Valley,C5488,809b0cc,809b0cf,809b0ce4
40.719944,-123.928294,KNEELAND,KNNC1,54d3f0c,54d3f09,54d3f09c
34.65883,-118.38833,CW5551 Elizabeth Lake,C5551,80c268c,80c268b,80c268b4
33.75964,-118.36685,WA6MEM Palos Verdes,AS176,80dd4bc,80dd4bd,80dd4bdc
33.72255,-118.29197,CW5520 San Pedro,C5520,80dd37c,80dd37d,80dd37d4
38.70217,-122.38633,CW5671 Pope Valley,C5671,8084604,8084607,8084606c
34.2895,-118.74383,WD6CGF Simi Valley,AS198,80e8294,80e8295,80e82944
36.073397,-118.541364,PEPPERMINT,PEPC1,80c018c,80c0189,80c0188c
37.9565,-119.1195,CW5780 Lee Vining,C5780,809648c,809648b,809648a4
37.675333,-119.787917,EL PORTAL,EPWC1,8096ea4,8096ea1,8096ea0c
37.534472,-119.644972,WAWONA,WWNC1,8096904,8096905,80969054
38.41917,-122.75167,CW5786 Santa Rosa,C5786,808437c,8084379,8084378c
34.39361,-118.88389,FILLMORE 1E FISH HATCHERY,FFHC1,80e9cd4,80e9cd1,80e9cd0c
34.34528,-119.41917,LA CONCHITA,LCTC1,80e907c,80e9079,80e90784
34.50222,-119.72667,La Cumbre Peak,LCPC1,80e96bc,80e96bb,80e96ba4
34.73389,-119.10056,Lockwood Valley,LOKC1,80e993c,80e993b,80e993a4
34.2308,-118.0711,Mount Wilson,MWSC1,80c2dd4,80c2dd7,80c2dd7c
34.77056,-119.65194,Santa Barbara Portrero,SBTC1,80e9624,80e9625,80e96254
34.4769,-120.1305,Tajiguas Landfill,TJGC1,80e94d4,80e94d1,80e94d1c
34.2673,-119.2108,Ventura County Government Center,VTUC1,80e84d4,80e84d5,80e84d4c
34.69056,-119.66444,West Big Pine,WBPC1,80e9644,80e9645,80e96444
37.75967,-122.43167,CW5988 San Francisco,C5988,808f7e4,808f7e1,808f7e1c
33.338,-118.3305,Avalon,AIDC1,80dd72c,80dd729,80dd729c
33.92722,-116.84581,BANNG1,UP276,80db414,80db411,80db411c
40.39395,-122.25898,CULP,UP299,54d2c5c,54d2c5d,54d2c5c4
38.36069,-121.34657,ESCNGR,UP310,809abec,809abed,809abed4
34.00299,-117.88917,MARNE,UP361,80c32a4,80c32a5,80c32a4c
38.37894,-121.45111,PHILIP,UP389,809ac84,809ac81,809ac804
40.65987,-122.39351,SLVRHN,UP412,54d28cc,54d28cf,54d28cfc
33.90419,-116.64207,TIPTN1,UP442,80db17c,80db17d,80db17c4
35.25639,-120.6689,San Luis Obispo - South Higuera St,CQ177,80ecf0c,80ecf0d,80ecf0dc
37.89942,-122.12267,CW6192 Lafayette,C6192,8085624,8085625,80856254
37.066389,-120.803889,SAN LUIS PORTABLE,TS623,80917c4,80917c3,80917c2c
37.642189,-119.036401,Mammoth Chair 1 Summit,MTH01,80960d4,80960d3,80960d34
37.636828,-119.017109,Mammoth Chair 22 Summit,MTH02,80960d4,80960d1,80960d1c
37.630225,-119.032529,Mammoth Summit,MTH03,80960d4,80960d3,80960d24
37.650547,-119.037654,Mammoth Base (Main Lodge),MTH04,80960d4,80960d5,80960d4c
37.23545,-119.5195,CW6459 North Fork,C6459,80942e4,80942e1,80942e0c
34.577,-120.648,Point Arguello,PTGC1,80ec26c,80ec26f,80ec26e4
40.7,-124.6,Buoy 46022,46022,54d6a1c,54d6a1d,54d6a1dc
32.87,-117.26,La Jolla,LJPC1,80dc06c,80dc06b,80dc06a4
37.65417,-122.47283,CW6504 Pacifica,C6504,808f7bc,808f7bb,808f7bbc
41.781422,-120.319389,COLD SPRINGS,CSZC1,54cbcc4,54cbcc7,54cbcc7c
37.369,-122.16583,CW6623 Los Altos Hills,C6623,808fb04,808fb03,808fb024
38.70806,-120.60694,CW6601 Pollock Pines,C6601,809a46c,809a46b,809a46bc
32.67605,-117.17387,W3NRG-1 Coronado,AS414,80deacc,80deacd,80deacd4
40.92533,-121.66002,WD6FGE Burney,AS418,54cd0bc,54cd0bf,54cd0bf4
33.80383,-118.31033,CW6773 Torrance,C6773,80dd4a4,80dd4a7,80dd4a7c
35.071389,-118.481111,KRN02,TMNC1,80c21d4,80c21d3,80c21d2c
33.631283,-116.690883,BDF03 PORTABLE,TS648,80db094,80db097,80db0964
38.80867,-121.2855,K6ALF Rocklin,AR944,809b224,809b221,809b2214
38.69538,-120.84892,CW6129 Placerville,C6129,809a59c,809a59d,809a59d4
35.16809,-118.49407,CW6906 Tehachapi,C6906,80c1f9c,80c1f9f,80c1f9e4
37.81826,-121.90833,W6SAS Blackhawk,AS498,808ff3c,808ff3d,808ff3d4
38.17167,-122.12967,CW6944 Fairfield,C6944,808512c,808512d,808512d4
38.09417,-122.95,PT REYES RCA,PTRCA,8085d0c,8085d0f,8085d0fc
36.60194,-117.145,USCRN SITE NEAR STOVEPIPE WELLS 1SW,ISWC1,80c752c,80c752f,80c752e4
37.16194,-118.54583,SAWMILL NEAR PIG PINE 15W  (SWM),SAWC1,80be2f4,80be2f7,80be2f64
40.18,-120.60694,ANTELOPE LAKE 9SSW,ANTC1,809db44,809db47,809db46c
40.11917,-120.48306,DOYLES CROSSING NEAR MILFORD 8WSW (DOY),DLCC1,809c35c,809c35b,809c35ac
37.935,-119.23278,ELLERY LAKE NEAR LEE VINING 6WSW (ERY),ERYC1,8096504,8096501,8096501c
40.41833,-121.275,HARKNESS FLAT NEAR CHESTER 8NNW (HRK),HRKC1,809d5dc,809d5d9,809d5d9c
37.45778,-118.73528,ROCK CREEK LAKES NEAR SCHEELITE 7NW (RCK),RCKC1,8095f9c,8095f9b,8095f9bc
39.16639,-120.14333,TRUCKEE RIVER AT TAHOE CITY,TRTC1,80997dc,80997d9,80997d9c
38.88194,-121.045,AUBURN DAM RIDGE NEAR AUBURN 2SE,ADRC1,809b04c,809b049,809b0494
39.27611,-120.70806,BLUE CANYON NEAR EMIGRANT GAP 2SW  (BLC),BCYC1,809b90c,809b90b,809b90ac
39.91,-121.31667,BUCKS CREEK POWERHOUSE NEAR MEADOW VALLEY 13W  (BUP),BUPC1,809cdf4,809cdf7,809cdf7c
39.05139,-121.31611,BEAR RIVER AT CAMP FAR WEST DAM NEAR NEAR WHEATLAND 6E  (CFW),CFWC1,809b40c,809b40f,809b40fc
39.33083,-121.18972,COLGATE POWER HOUSE NEAR DOBBINS 3SSE  (CGT),COGC1,809b61c,809b619,809b6194
39.55694,-120.83,DOWNIEVILLE NEAR SIERRA CITY 10W  (DNV),DNVC1,809c7c4,809c7c5,809c7c44
38.92472,-120.78944,RANGER STATION AT GEORGETOWN,GEOC1,809bac4,809bac7,809bac6c
41.0225,-122.39917,GIBSON NEAR CASTELLA 10SSW (GIB),GISC1,54d275c,54d2759,54d27584
40.13917,-120.94167,GREENVILLE 1W  (GRE),GRRC1,809d07c,809d07b,809d07ac
40.2725,-121.09139,HAMILTON BRANCH NEAR CHESTER 9E  (HAM),HABC1,809d12c,809d12b,809d12b4
40.34806,-121.60861,MINERAL (MIN),MNAC1,809d54c,809d54b,809d54a4
39.75361,-121.62472,PARADISE 2SW  (PDE),PDEC1,809cd4c,809cd4b,809cd4ac
38.75611,-120.50028,PACIFIC HOUSE  (PFH),PFHC1,809a38c,809a38f,809a38f4
38.20028,-119.98333,PINECREST 1NNE,PNCC1,8097484,8097481,8097480c
40.15333,-122.20167,SACRAMENTO RIVER BELOW RED BLUFF DIVERSION DAM NEAR RED BLUFF 2SE,RDBC1,808284c,8082849,80828494
40.12806,-121.04389,RATTLESNAKE NEAR GREENVILLE 6SW  (RTL),RTLC1,809d054,809d057,809d0574
39.56778,-120.65278,SIERRA CITY 1W  (SRC),SEYC1,809c76c,809c76f,809c76ec
39.90444,-121.52778,STIRLING CITY  (SRL),SGYC1,809d294,809d297,809d2964
40.49611,-121.85,SHINGLETOWN 2E  (SHI),SHIC1,54d2a64,54d2a61,54d2a604
39.45806,-121.67111,THERMALITO RIVER OUTLET WEATHER STATION NEAR OROVILLE 7W (TWS),TWSC1,80834b4,80834b1,80834b0c
38.80583,-122.70833,WHISPERING PINES NEAR MIDDLETOWN 6NW  (WSP),WSPC1,8084734,8084735,8084734c
40.64528,-122.95667,TRINITY RIVER NEAR DOUGLAS CITY 1SW,DCYC1,54d3ab4,54d3ab3,54d3ab34
40.23,-124.14806,HONEYDEW 1SW (HNY),HONC1,54d458c,54d458f,54d458f4
40.71694,-123.28306,MUD SPRINGS NEAR WEAVERVILLE 18W (MUD),MUDC1,54d3b74,54d3b75,54d3b74c
40.72667,-122.79333,FISH HATCHERY AT LEWISTON (LFH),TRHC1,54d25a4,54d25a1,54d25a04
40.20833,-123.45972,ZENIA 2ENE  (ZEN),ZENC1,54d49dc,54d49dd,54d49dd4
38.57111,-122.43333,ANGWIN PACIFIC UNION COLLEGE AT ANGWIN (ANG),ANGC1,8084594,8084597,80845974
35.89667,-121.08722,SAN ANTONIO - LOCKWOOD NR,LWDC1,8092c4c,8092c4d,8092c4cc
38.43306,-122.25,ATLAS PEAK (ATL),NAPC1,8084fdc,8084fdf,8084fdf4
37.74056,-120.1325,DUDLEY RANCH AT COULTERVILLE,DUDC1,8096d34,8096d37,8096d36c
37.23611,-120.8825,USCRN SITE NEAR GUSTINE NEAR MERCED 23WSW,GSTC1,809175c,809175f,809175e4
35.43333,-118.78333,KERN CANYON POWERHOUSE NEAR CALIENTE 12NNW  (KPH),KCPC1,80ea714,80ea715,80ea715c
36.16306,-118.70722,SPRINGVILLE TULE POWERPLANT NEAR CAMP NELSON 6WNW  (SGV),STQC1,80eaa7c,80eaa7d,80eaa7c4
37.91083,-119.25861,TIOGA PASS ENTRY STATION NEAR TUOLUMNE MEADOWS 7ENE (TES),TIRC1,80965ac,80965a9,80965a9c
37.50806,-119.63222,YOSEMITE AT WAWONA (YOW),YWAC1,8096904,8096907,80969074
35.4,-120.6325,BLACK MOUNTAIN NEAR SANTA MARGARITA 11E (BLM),BMTC1,80eceec,80eceeb,80eceebc
32.57444,-117.12694,NERRS METEOROLOGICAL SITE AT TIJUANA RIVER IMPERIAL BEACH,TIXC1,80d94cc,80d94c9,80d94c8c
37.11299,-122.11333,CW7052 Boulder Creek,C7052,808e4f4,808e4f7,808e4f6c
37.68017,-121.88883,KK6ZL Pleasanton,AS530,808fe94,808fe97,808fe96c
40.76617,-124.1645,CW7137 Eureka,C7137,54d3ffc,54d3ff9,54d3ff84
34.08566,-117.68217,AF6TT Montclair,AS524,80c3314,80c3317,80c3317c
35.611667,-118.405,LYNCH CANYON,LYQC1,80c1cf4,80c1cf5,80c1cf5c
34.823611,-118.963056,KRN03,KRTC1,80e9f24,80e9f21,80e9f204
39.20101,-120.79661,CW6842 Alta,C6842,809b98c,809b98d,809b98d4
37.30467,-121.98167,CW7293 San Jose,C7293,808fcac,808fcab,808fcaa4
34.2,-118.56833,CW7387 Winnetka,C7387,80c29bc,80c29bf,80c29bfc
37.423,-122.10833,CW7418 Palo Alto,C7418,808fba4,808fba7,808fba6c
33.73068,-117.4276,CW7445 Corona,C7445,80dc964,80dc963,80dc9624
37.11996,-122.12118,CW7395 Boulder Creek,C7395,808e4f4,808e4f1,808e4f0c
33.76155,-116.6941,CW7408 Fern Valley,C7408,80db11c,80db119,80db118c
33.73283,-118.30533,CW7496 San Pedro,C7496,80dd49c,80dd49d,80dd49d4
34.3519,-119.08186,CW7664 Santa Paula,C7664,80e9b5c,80e9b5b,80e9b5ac
38.3768,-120.79391,Westover Field - Amador County Airport,KJAQ,809a7b4,809a7b7,809a7b7c
39.42806,-120.03306,TRUCKEE RIVER AT FARAD,FARC1,80995c4,80995c5,80995c4c
39.32667,-120.11333,MARTIS CREEK LAKE NEAR TRUCKEE 4E,MTSC1,809961c,809961b,809961ac
39.47056,-120.10306,STAMPEDE RESERVOIR NEAR BOCA 6N,STPC1,8099594,8099591,8099591c
39.89722,-121.20278,BUCKS LAKE NEAR QUINCY 14WSW  (BKL),BKLC1,809ce14,809ce11,809ce114
39.18222,-122.70222,BARTLETT SPRINGS RAINGAGE,BLTC1,8083954,8083955,80839544
39.45,-120.65222,BOWMAN LAKE NEAR GRANITEVILLE 5W  (BOL),BOWC1,809b894,809b893,809b893c
39.695,-121.34528,BRUSH CREEK RANGER STATION NEAR BERRY CREEK 5NE  (BRS),BRRC1,809cc3c,809cc3f,809cc3f4
39.00028,-121.40556,BEAR RIVER NEAR WHEATLAND 1SE,BRWC1,809b47c,809b479,809b479c
39.33833,-122.02167,SACRAMENTO RIVER AT MOULTON WEIR NEAR COLUSA 8N  (MLW),CLSC1,80836a4,80836a3,80836a3c
39.45111,-121.04889,CAMPTONVILLE NEAR ALLEGHANY 2SW  (CAM),CMVC1,809c834,809c831,809c8314
39.02639,-121.43611,DRY CREEK NEAR WHEATLAND 2NW,DCWC1,809b464,809b463,809b462c
39.87194,-121.61111,DE SABLA NEAR PARADISE 8N  (DES),DESC1,809d2b4,809d2b3,809d2b24
39.81306,-121.32111,FOUR TREES NEAR PARADISE 15ENE  (FOR),FRTC1,809cdc4,809cdc5,809cdc44
36.41611,-120.67139,IDRIA (IDR),IDAC1,8093084,8093083,80930834
39.08056,-122.53361,INDIAN VALLEY RESERVOIR NEAR LOWER LAKE 12NE,INVC1,8083854,8083855,8083855c
40.60167,-122.44333,SACRAMENTO RIVER BELOW KESWICK DAM WATER QUALITY NEAR REDDING 3WSW,KESC1,54d2edc,54d2ed9,54d2ed84
39.67806,-120.98694,LA PORTE  (LAP),LPTC1,809c8b4,809c8b7,809c8b7c
38.92417,-122.56472,CACHE CREEK NEAR LOWER LAKE (CDEC ID CCL) 3NE,CLFC1,808477c,808477d,808477c4
38.4,-120.63333,PINE GROVE 2SE (PIN),PGRC1,809a714,809a717,809a716c
37.99889,-121.31861,STOCKTON 3NNW FIRE STATION #4 (SFS),SCKC1,80900c4,80900c5,80900c5c
39.54111,-122.38861,SOUTH FORK WILLOW CREEK NEAR FRUTO 5SE  (WCF),SWIC1,8083aa4,8083aa5,8083aa44
39.88778,-122.52861,THOMES CREEK AT PASKENTA  (THO),TCRC1,8082664,8082663,80826624
40.47833,-123.78667,BRIDGEVILLE 1NE  (BGV),BGVC1,54d477c,54d477f,54d477fc
40.21833,-123.63139,EEL RIVER NEAR FORT SEWARD 1SE,FTSC1,54d49ac,54d49ad,54d49ad4
41.05,-123.6725,TRINITY RIVER AT HOOPA,HOOC1,54d17bc,54d17b9,54d17b9c
39.87472,-123.71944,SOUTH FORK EEL RIVER AT LEGGETT,LEGC1,54d4cfc,54d4cfd,54d4cfc4
40.31083,-123.37333,MAD RIVER ON RUTH LAKE NEAR MAD RIVER 12SE (RTH),MADC1,54d37b4,54d37b3,54d37b34
40.18194,-123.775,SOUTH FORK EEL RIVER NEAR MIRANDA 4SE,MRNC1,54d48dc,54d48df,54d48dfc
41.29944,-124.05,REDWOOD CREEK BELOW PRAIRIE CREEK NEAR ORICK 1N,ORIC1,54d1054,54d1057,54d10564
39.35056,-123.32167,WILLITS HOWARD RANGER STATION NEAR WILLITS 5SSE  (WIL),WILC1,80819c4,80819c7,80819c6c
38.90528,-123.23139,YORKVILLE 1WNW  (YOR),YRKC1,80815ac,80815af,80815ae4
35.93028,-120.86778,SALINAS RIVER NEAR BRADLEY 6NW,BRDC1,809327c,809327b,809327bc
37.49611,-122.32889,CRYSTAL SPRINGS COTTAGE NEAR SAN CARLOS  (CSC),CXCC1,808f9fc,808f9f9,808f9f8c
37.77056,-122.42694,SAN FRANCISCO DOWNTOWN,SFOC1,808580c,808580b,808580a4
38.49194,-122.53306,SAINT HELENA 4WSW (SH4),STHC1,8084504,8084501,80845004
38.60861,-123.01806,VENADO  (VEN),VNOC1,80841cc,80841cf,80841cf4
35.30944,-118.36028,BACK CANYON NEAR TEHACHAPI 13NNE,ABCC1,80c1edc,80c1ed9,80c1ed8c
35.63278,-118.24306,BURNING MOSCOW NEAR LORAINE 15NE  (BMC),ABMC1,80c1b9c,80c1b9d,80c1b9cc
35.5675,-118.28833,BOB RABBIT ALERT #1850 NEAR WELDON 6SSW  (BOB),ABRC1,80c1b8c,80c1b8b,80c1b8ac
35.50833,-118.18889,FROG SPRINGS NEAR WELDON 12SSE  (FRG),AFSC1,80c1bdc,80c1bdf,80c1bdf4
35.25806,-118.56722,OREJANO CANYON NEAR KEENE 1N,AKEC1,80c1e4c,80c1e4b,80c1e4bc
35.42583,-118.41167,PIUTE PEAK NEAR TEHACHAPI 21NE  (PPK),APIC1,80c1e9c,80c1e99,80c1e994
35.55833,-118.14306,PINYON CREEK ALERT #1848 NEAR ONYX 11SSE  (PYC),APYC1,80c1bcc,80c1bcf,80c1bce4
35.09028,-118.44778,LIME KILN CANYON NEAR TEHACHAPI 3S,ATHC1,80c21d4,80c21d1,80c21d0c
35.94111,-118.0625,BIG PINE MEADOW NEAR KERNVILLE 24NE,BPMC1,80c0514,80c0517,80c0517c
37.65389,-120.3125,DRY CREEK AT COULTERVILLE (DCC),DCUC1,80912fc,80912fb,80912fbc
37.555,-120.46222,DRY CREEK NEAR SNELLING 2N (DSN),DSNC1,80913cc,80913cf,80913cec
35.28167,-118.41139,INDIAN CREEK NEAR TEHACHAPI 11NE,IDKC1,80c1f1c,80c1f1f,80c1f1e4
36.99361,-120.92972,LOS BANOS DAM NEAR LOS BANOS 7SW (LBS),LBDC1,8091804,8091807,8091806c
36.02944,-118.21944,MAHOGANY NEAR KERNVILLE 22NE,MHYC1,80c046c,80c0469,80c0468c
35.33167,-118.58639,OIL CANYON NEAR CALIENTE 4NNE,OICC1,80c1e14,80c1e15,80c1e154
35.38417,-118.41194,PIUTE FIRE STATION NEAR TEHACHAPI 18N,PIFC1,80c1e94,80c1e95,80c1e944
35.13306,-118.43833,TEHACHAPI AIRPORT NEAR TEHACHAPI 1E,TAPC1,80c1f64,80c1f63,80c1f634
35.28861,-118.45111,STUD HORSE CANYON NEAR TEHACHAPI 11N,TSDC1,80c1efc,80c1efd,80c1efcc
35.22083,-118.47111,TWEEDY CREEK NEAR KEENE 3E,TWCC1,80c1f0c,80c1f09,80c1f094
35.07222,-118.48389,WATER CANYON NEAR TEHACHAPI 5SSW  (WCN),WATC1,80c21d4,80c21d3,80c21d2c
35.38222,-118.54556,WALKER BASIN NEAR CALIENTE 8NNE  (WBN),WLBC1,80c1e74,80c1e71,80c1e71c
35.20528,-118.41056,WHITEROCK CREEK NEAR TEHACHAPI 6NE  (WCK),WRKC1,80c1f6c,80c1f6b,80c1f6b4
34.52222,-118.8925,REDROCK CREEK PRECIPITATION GAUGE AT DOUGH FLAT NEAR FILLMORE 8N,DGFC1,80e9c54,80e9c57,80e9c564
35.71722,-120.63917,ESTRELLA RIVER NEAR ESTRELLA NEAR SAN MIGUEL 4SE,ESRC1,80eccec,80ecceb,80eccebc
34.52306,-118.75611,PIRU CREEK ABOVE LAKE PIRU NEAR PIRU 8NNE,PCPC1,80e9d74,80e9d73,80e9d734
34.51333,-118.75667,PIRU CANYON NEAR LAKE PIRU NEAR PIRU 7NNE,PCQC1,80e9d74,80e9d73,80e9d72c
35.37361,-120.63722,SANTA MARGARITA BOOSTER STATION NEAR SANTA MARGARITA 2SW  (SMB),SMRC1,80ecee4,80ecee7,80ecee64
34.47917,-118.88139,SESPE WESTATES NEAR FILLMORE 5NNE,SWAC1,80e9cfc,80e9cfd,80e9cfcc
34.32583,-118.71861,TAPO CANYON NEAR SIMI VALLEY 3N,TCNC1,80e82a4,80e82a3,80e82a2c
34.12833,-117.27139,GILBERT STREET PRECIP GAGE AT SAN BERNARDINO,GSPC1,80c3534,80c3537,80c35364
34.2525,-117.52389,MIDDLE FORK LYTLE CREEK PRECIPITATION SITE NEAR LYTLE CREEK 1WSW,MFLC1,80c3474,80c3471,80c3470c
34.3425,-117.235,MOJAVE DAM NEAR HESPERIA 7SE,MVDC1,80c3594,80c3593,80c3593c
33.49556,-116.97583,VAIL LAKE NEAR TEMECULA 9E,VLKC1,80db9d4,80db9d5,80db9d4c
33.53222,-117.17611,WARM SPRINGS CREEK NEAR MURRIETA 3SE,WRSC1,80dc81c,80dc81f,80dc81e4
33.484,-117.7015,CW7857 Dana Point,C7857,80dcf04,80dcf03,80dcf034
40.42333,-122.73667,OGO RANGER STATION NEAR ONO 7SW (OGO),OGOC1,54d31ec,54d31e9,54d31e8c
